Sleep,Stress,Activity,JunkFood,Water,Category
9,7,7,5,8,Good
5,6,5,4,7,Moderate
7,5,5,1,1,Moderate
6,3,2,2,6,Good
8,1,6,5,6,Good
8,7,1,3,6,Moderate
4,7,4,3,9,Moderate
4,8,1,5,8,Poor
9,7,8,6,6,Good
6,6,5,8,2,Poor
7,1,5,3,4,Good
8,4,1,6,6,Moderate
4,4,9,6,2,Moderate
7,6,4,7,3,Poor
9,4,3,3,2,Good
6,3,1,3,9,Good
7,3,8,1,5,Good
4,7,5,2,1,Poor
6,7,1,3,6,Poor
9,7,1,7,2,Poor
9,8,5,3,8,Good
7,8,5,5,3,Poor
6,9,9,1,1,Moderate
5,5,1,4,1,Poor
5,2,4,8,2,Poor
9,9,9,2,1,Good
5,9,2,8,3,Poor
4,1,2,7,6,Poor
7,2,4,2,1,Good
7,3,4,5,5,Good
9,8,9,7,5,Good
4,8,9,8,6,Poor
7,9,9,9,3,Poor
6,3,6,6,6,Good
8,5,2,7,4,Poor
9,3,8,4,4,Good
4,9,7,2,6,Moderate
6,5,6,8,6,Moderate
7,9,9,9,6,Moderate
7,9,3,5,2,Poor
7,8,4,6,6,Poor
8,1,7,8,1,Good
5,7,4,6,9,Moderate
8,8,5,2,4,Good
9,2,7,7,3,Good
9,7,1,1,9,Good
9,5,6,6,1,Moderate
8,9,4,3,1,Poor
9,2,3,4,7,Good
9,8,9,6,7,Good
7,2,9,9,4,Good
7,3,6,3,1,Good
7,1,2,3,8,Good
5,4,4,9,7,Poor
5,3,4,4,8,Good
5,6,3,9,8,Poor
4,5,3,4,5,Poor
4,9,3,7,6,Poor
7,5,2,7,4,Poor
5,6,2,2,7,Moderate
4,7,5,1,6,Moderate
4,9,7,1,3,Poor
8,4,2,1,4,Good
6,4,9,8,8,Good
8,1,9,2,6,Good
5,5,8,3,6,Good
9,3,7,4,5,Good
4,6,4,8,9,Poor
5,5,2,6,8,Poor
8,5,1,8,9,Moderate
4,8,2,4,2,Poor
5,3,8,4,7,Good
7,3,3,2,6,Good
9,1,7,4,3,Good
8,8,2,9,8,Poor
8,3,4,2,2,Good
7,6,5,1,1,Moderate
9,3,3,7,1,Moderate
4,3,8,1,4,Good
4,4,8,7,3,Moderate
5,3,2,9,1,Poor
9,7,4,2,2,Moderate
7,7,5,8,2,Poor
5,5,1,6,4,Poor
9,7,3,8,7,Moderate
8,1,6,7,4,Good
9,2,9,7,1,Good
6,4,5,1,6,Good
5,6,2,6,8,Poor
9,4,4,9,6,Good
6,1,5,2,2,Good
9,7,3,8,9,Moderate
9,8,6,5,3,Moderate
6,7,5,6,6,Moderate
4,1,8,5,6,Good
9,1,3,6,9,Good
9,6,1,9,4,Poor
5,1,3,3,5,Good
4,7,1,4,6,Poor
4,7,7,3,4,Moderate
9,7,4,9,9,Moderate
4,6,2,2,4,Poor
4,3,6,2,1,Moderate
7,5,8,2,9,Good
7,8,3,1,4,Moderate
6,2,7,4,6,Good
8,2,2,9,2,Poor
4,1,4,2,1,Moderate
4,3,1,2,8,Moderate
8,7,6,1,6,Good
6,7,4,8,8,Poor
6,2,6,6,7,Good
9,2,8,4,9,Good
9,3,3,8,2,Moderate
4,4,6,3,3,Moderate
6,2,8,9,8,Good
5,3,7,2,4,Good
7,6,5,9,4,Poor
8,4,8,8,3,Good
4,6,2,2,3,Poor
6,7,9,8,1,Poor
5,5,9,9,8,Good
9,6,1,6,4,Poor
7,2,4,5,5,Good
8,4,1,8,3,Poor
5,9,7,9,2,Poor
4,9,9,4,3,Poor
9,3,9,3,2,Good
9,8,7,3,8,Good
5,1,1,8,9,Moderate
5,6,5,2,9,Good
9,8,9,9,8,Good
7,8,3,3,2,Poor
4,4,2,2,5,Poor
7,1,9,4,5,Good
5,8,2,5,2,Poor
5,4,4,8,6,Poor
5,8,7,4,2,Poor
4,2,1,8,9,Poor
4,7,2,6,5,Poor
4,2,2,6,1,Poor
6,4,5,2,2,Moderate
9,1,3,9,1,Moderate
5,8,7,9,4,Poor
7,7,1,9,2,Poor
4,7,6,3,1,Poor
7,5,4,5,1,Poor
4,5,6,5,2,Poor
4,5,5,9,3,Poor
8,5,2,4,2,Poor
8,2,9,6,8,Good
4,8,5,5,6,Poor
9,1,8,2,6,Good
9,9,3,2,5,Moderate
6,9,6,8,8,Poor
8,2,5,7,7,Good
6,2,7,6,7,Good
6,8,4,1,8,Good
6,3,5,3,5,Good
4,2,2,4,9,Moderate
5,9,7,8,1,Poor
8,5,9,4,2,Good
9,2,3,8,3,Moderate
5,6,3,1,3,Poor
9,3,9,7,5,Good
5,9,5,7,9,Poor
7,9,1,6,2,Poor
8,3,2,8,7,Moderate
4,8,4,2,2,Poor
5,6,7,6,2,Poor
7,3,4,5,7,Good
9,9,2,8,3,Poor
4,4,3,6,9,Moderate
7,3,4,3,3,Good
7,9,4,9,5,Poor
9,5,1,2,5,Good
9,7,2,9,6,Poor
5,2,3,1,9,Good
9,4,5,7,1,Moderate
6,3,2,8,5,Poor
4,2,1,6,9,Moderate
6,7,5,3,8,Good
5,4,9,5,6,Good
8,7,7,1,2,Good
7,6,3,7,3,Poor
6,7,8,3,2,Moderate
7,6,4,8,2,Poor
7,2,2,2,1,Moderate
7,2,9,9,7,Good
9,3,7,1,9,Good
7,6,6,3,4,Good
8,3,6,1,8,Good
4,6,1,3,1,Poor
8,5,3,2,3,Moderate
4,8,3,2,5,Poor
7,1,4,8,1,Moderate
8,4,6,7,9,Good
4,4,6,7,7,Moderate
9,8,8,8,8,Good
9,9,3,6,5,Poor
7,4,5,6,4,Moderate
5,2,3,2,1,Moderate
9,8,5,1,9,Good
7,8,7,7,1,Poor
9,4,2,7,9,Good
8,5,8,5,7,Good
4,3,1,2,6,Moderate
9,9,3,2,1,Poor
5,3,7,2,5,Good
5,7,8,8,8,Moderate
5,9,1,1,2,Poor
6,6,1,5,5,Poor
7,5,1,6,7,Poor
5,7,6,9,8,Poor
9,4,9,1,6,Good
6,4,2,2,1,Poor
8,6,4,4,5,Good
9,5,9,8,9,Good
8,3,3,1,6,Good
7,8,2,2,7,Moderate
8,5,1,7,7,Moderate
5,6,4,8,2,Poor
5,2,3,6,1,Poor
6,2,2,1,3,Moderate
5,7,1,7,5,Poor
4,2,1,9,8,Poor
5,6,5,8,8,Poor
9,5,7,1,4,Good
5,3,1,2,1,Poor
7,3,1,2,3,Moderate
6,6,8,6,2,Moderate
5,7,1,1,7,Poor
4,5,1,5,1,Poor
5,9,4,9,2,Poor
7,2,4,6,2,Moderate
5,2,3,5,9,Good
9,9,5,6,8,Good
6,2,3,9,6,Moderate
5,4,3,2,4,Moderate
4,4,5,8,2,Poor
7,3,6,7,4,Good
9,1,7,9,1,Good
9,1,1,7,9,Good
6,8,9,3,3,Good
4,2,7,3,7,Good
8,8,5,3,9,Good
8,7,9,5,7,Good
6,9,1,4,1,Poor
6,2,4,3,5,Good
8,8,8,7,8,Good
8,5,6,8,1,Moderate
9,6,5,4,1,Moderate
6,8,6,3,3,Moderate
7,6,7,8,5,Moderate
5,6,1,6,9,Poor
5,4,1,9,4,Poor
5,1,3,7,2,Poor
4,2,5,8,8,Moderate
6,2,9,3,8,Good
5,3,1,6,7,Poor
7,1,3,9,5,Moderate
9,4,1,5,5,Moderate
8,6,2,1,2,Moderate
8,6,5,5,6,Good
9,7,9,7,2,Good
9,9,7,2,3,Good
6,9,4,9,2,Poor
8,5,2,1,5,Good
5,7,8,2,7,Good
7,1,3,1,5,Good
8,8,1,9,3,Poor
8,9,5,9,8,Moderate
6,1,4,9,8,Good
7,1,4,3,6,Good
6,5,5,2,3,Moderate
6,6,2,4,2,Poor
4,3,6,1,3,Good
8,8,2,7,9,Moderate
6,7,8,1,3,Good
8,6,3,4,5,Moderate
6,4,5,2,9,Good
5,8,6,3,2,Poor
5,1,6,7,9,Good
7,3,2,5,1,Poor
8,6,9,9,7,Good
9,7,8,2,6,Good
8,5,3,3,6,Good
7,7,1,3,1,Poor
5,3,5,9,3,Poor
5,9,1,6,9,Poor
7,5,2,5,1,Poor
4,9,6,9,3,Poor
7,6,4,1,7,Good
8,8,9,5,8,Good
8,1,1,7,6,Moderate
8,5,9,1,8,Good
5,7,6,2,3,Moderate
7,7,8,2,8,Good
6,9,7,1,6,Good
8,2,5,8,2,Moderate
4,4,4,9,3,Poor
7,3,2,4,8,Good
4,8,8,3,6,Moderate
8,4,1,1,5,Good
7,8,1,2,7,Moderate
7,3,8,1,9,Good
7,2,2,4,3,Moderate
7,6,7,5,2,Moderate
6,3,5,5,4,Moderate
9,6,1,6,3,Poor
8,6,6,2,1,Good
6,3,5,4,7,Good
7,8,7,9,1,Poor
8,4,6,1,6,Good
4,1,8,2,6,Good
9,6,6,8,4,Moderate
6,6,4,2,6,Moderate
5,5,9,6,3,Moderate
6,5,8,9,8,Good
6,9,3,8,9,Poor
7,9,3,3,2,Poor
5,3,1,4,8,Moderate
8,2,3,1,2,Good
4,2,3,1,9,Good
5,5,8,5,8,Good
7,4,7,6,3,Good
4,9,5,8,7,Poor
4,7,4,4,8,Poor
9,9,7,7,4,Moderate
6,8,7,4,4,Moderate
4,7,1,4,3,Poor
6,3,1,4,1,Poor
9,8,1,6,7,Poor
5,2,4,3,9,Good
9,7,2,6,9,Moderate
7,3,6,3,3,Good
7,9,8,1,1,Moderate
6,7,9,3,3,Good
5,1,9,6,6,Good
6,5,9,5,2,Good
9,9,3,4,8,Moderate
9,7,7,4,6,Good
7,9,3,8,7,Poor
7,3,7,9,3,Moderate
5,9,8,3,8,Good
7,4,6,2,8,Good
8,9,7,8,7,Moderate
6,4,1,3,7,Moderate
6,7,3,1,9,Good
7,6,7,1,1,Good
7,7,8,9,1,Poor
7,4,3,7,1,Poor
4,8,2,2,8,Poor
6,1,7,9,3,Moderate
9,7,7,1,3,Good
5,1,5,3,1,Moderate
5,5,3,6,9,Moderate
9,2,2,8,8,Good
9,7,1,9,5,Poor
4,2,8,7,4,Moderate
6,4,4,8,4,Poor
9,5,2,4,7,Good
6,1,8,8,6,Good
5,2,5,7,9,Good
4,3,6,7,6,Moderate
4,4,6,8,4,Poor
6,3,8,1,4,Good
5,4,2,2,4,Poor
8,4,2,7,6,Moderate
6,3,8,8,1,Moderate
6,5,2,5,3,Poor
4,1,4,6,9,Good
6,3,5,7,5,Moderate
6,8,5,7,6,Poor
9,2,3,4,5,Good
4,6,1,3,7,Poor
8,8,9,7,9,Good
4,9,3,6,8,Poor
6,4,7,7,4,Moderate
4,3,8,8,4,Moderate
7,1,1,1,2,Good
9,5,2,8,9,Good
7,9,4,7,5,Poor
8,3,9,5,6,Good
6,7,9,9,5,Moderate
8,3,6,8,8,Good
5,6,7,7,3,Poor
9,9,2,3,2,Poor
6,9,4,2,3,Poor
8,4,6,5,3,Good
5,8,8,7,3,Poor
9,1,5,1,6,Good
6,7,5,4,2,Poor
8,9,4,2,6,Moderate
5,9,7,2,5,Moderate
8,7,5,6,9,Good
6,3,8,6,3,Good
5,2,2,5,5,Moderate
4,2,2,4,7,Moderate
6,5,9,5,9,Good
4,9,5,8,5,Poor
9,6,8,2,3,Good
6,9,5,5,9,Moderate
5,3,4,7,2,Poor
8,1,3,9,5,Moderate
4,7,7,8,3,Poor
4,9,1,6,9,Poor
9,2,4,2,4,Good
5,1,3,8,5,Poor
7,5,6,6,5,Good
7,6,9,5,6,Good
7,3,6,5,4,Good
8,7,1,1,1,Poor
5,9,5,9,5,Poor
9,7,6,2,3,Good
8,4,6,8,8,Good
6,4,1,2,9,Good
7,2,6,7,6,Good
4,8,5,8,9,Poor
9,8,2,2,3,Moderate
4,8,9,6,1,Poor
9,4,6,6,8,Good
4,2,2,6,7,Poor
5,5,6,4,1,Poor
6,9,6,2,9,Good
7,8,7,3,8,Good
7,2,5,1,8,Good
9,8,3,1,4,Good
4,9,1,7,6,Poor
9,7,7,8,8,Good
5,2,4,4,8,Good
9,3,3,2,1,Good
9,9,9,8,5,Good
4,9,6,7,8,Poor
8,5,6,7,7,Good
5,1,8,5,2,Good
6,6,6,8,5,Poor
8,7,5,9,6,Moderate
7,8,5,4,8,Good
7,9,1,3,4,Poor
8,7,6,1,4,Good
9,3,2,2,4,Good
8,1,2,2,4,Good
7,1,7,7,1,Good
6,8,7,7,6,Moderate
7,4,8,2,7,Good
6,3,7,3,5,Good
9,4,7,7,2,Good
9,8,9,6,5,Good
4,1,9,4,1,Good
6,3,6,8,2,Moderate
9,1,2,8,7,Good
8,2,9,5,8,Good
8,4,9,7,2,Good
6,2,5,2,5,Good
8,9,2,9,7,Poor
9,5,8,7,6,Good
5,6,2,1,9,Moderate
8,5,4,8,5,Moderate
9,7,3,8,8,Moderate
6,9,8,1,8,Good
7,4,6,9,5,Moderate
8,1,9,6,4,Good
9,5,3,7,3,Moderate
8,2,4,7,5,Good
9,9,7,9,9,Good
7,2,1,4,4,Moderate
8,2,3,3,5,Good
4,9,8,8,3,Poor
5,1,6,1,5,Good
4,9,4,7,7,Poor
7,5,9,7,7,Good
5,7,9,5,6,Good
6,1,2,8,1,Poor
5,7,5,6,8,Moderate
7,6,3,7,2,Poor
7,8,7,8,2,Poor
6,4,9,5,6,Good
4,4,4,8,8,Poor
5,6,8,9,5,Poor
4,1,2,2,5,Moderate
7,4,3,2,3,Moderate
4,4,7,5,2,Poor
4,6,5,3,9,Moderate
6,2,5,9,8,Good
9,3,6,5,1,Good
8,7,9,1,3,Good
9,5,2,3,2,Moderate
4,7,3,7,7,Poor
4,5,9,7,1,Poor
6,4,4,8,1,Poor
4,9,5,4,4,Poor
4,8,7,3,4,Poor
4,8,1,3,2,Poor
5,8,6,6,4,Poor
4,7,8,2,2,Moderate
4,4,6,5,4,Moderate
9,4,7,7,2,Good
8,7,2,4,1,Poor
8,1,4,9,8,Good
9,8,5,7,8,Good
9,4,5,6,6,Good
8,9,2,6,3,Poor
9,2,6,4,5,Good
8,3,4,3,7,Good
4,6,4,1,1,Poor
8,5,7,4,9,Good
7,7,5,5,6,Moderate
8,3,6,2,8,Good
6,8,9,5,5,Good
9,7,3,5,1,Poor
6,5,4,1,7,Good
4,8,2,5,6,Poor
4,7,6,5,6,Poor
9,4,1,9,5,Poor
4,9,1,3,8,Poor
7,1,1,6,5,Moderate
6,6,3,6,2,Poor
7,6,4,4,7,Good
9,3,3,6,9,Good
4,5,1,1,3,Poor
6,4,3,6,4,Poor
4,8,1,1,7,Poor
4,9,8,1,2,Poor
5,2,6,4,8,Good
4,4,5,9,5,Poor
8,3,4,7,1,Moderate
6,6,8,1,8,Good
4,9,3,2,7,Poor
6,3,1,3,6,Moderate
6,5,9,7,2,Moderate
4,7,4,7,6,Poor
7,3,5,3,3,Good
7,8,2,4,3,Poor
5,1,1,6,3,Poor
8,5,2,8,1,Poor
5,9,1,1,1,Poor
7,7,5,7,7,Moderate
7,2,8,2,9,Good
8,9,9,8,8,Good
7,4,2,4,4,Moderate
9,3,2,8,2,Poor
6,6,6,5,8,Good
6,5,7,6,7,Good
8,9,3,7,3,Poor
8,2,7,4,1,Good
9,6,6,2,1,Good
6,2,6,6,5,Good
5,5,9,5,6,Good
6,4,1,4,2,Poor
5,3,7,7,1,Poor
4,8,2,8,3,Poor
5,7,6,5,2,Poor
5,1,9,8,8,Good
4,5,6,2,5,Moderate
9,9,1,3,9,Moderate
9,1,1,1,7,Good
8,5,6,8,2,Moderate
8,2,3,3,3,Good
7,3,2,9,6,Poor
6,9,4,4,8,Moderate
5,7,5,7,4,Poor
4,3,7,9,1,Poor
5,7,2,7,1,Poor
6,5,6,9,9,Moderate
6,8,4,7,6,Poor
9,4,2,7,4,Moderate
8,9,9,7,5,Good
6,3,9,9,4,Good
6,1,5,8,4,Moderate
5,4,9,9,7,Good
5,8,4,8,6,Poor
8,3,7,3,7,Good
8,4,3,8,4,Moderate
5,3,9,6,5,Good
8,3,2,6,1,Poor
9,7,5,4,9,Good
5,1,4,3,6,Good
8,7,1,5,2,Poor
5,2,9,3,4,Good
8,4,4,5,9,Good
7,9,6,3,6,Moderate
5,4,3,6,6,Poor
5,9,8,6,1,Poor
7,2,4,7,9,Good
5,5,2,1,1,Poor
8,7,9,9,8,Good
4,5,6,6,4,Poor
4,3,4,4,4,Moderate
9,5,9,4,9,Good
4,1,5,9,4,Poor
8,4,2,2,2,Moderate
8,1,3,1,4,Good
4,4,3,9,1,Poor
9,8,9,7,1,Moderate
7,1,4,3,2,Good
4,6,7,6,9,Moderate
7,9,2,2,9,Moderate
4,5,1,7,9,Poor
9,2,6,9,3,Good
4,8,7,8,6,Poor
6,7,4,5,8,Moderate
5,3,3,2,1,Poor
5,6,6,8,6,Poor
9,1,7,7,9,Good
9,7,8,4,9,Good
9,1,8,3,1,Good
5,6,5,3,9,Good
8,3,2,8,5,Moderate
4,1,3,5,2,Poor
6,4,4,9,1,Poor
7,9,9,6,1,Poor
6,6,8,5,5,Good
4,1,8,5,8,Good
5,2,4,9,3,Poor
9,7,3,1,2,Moderate
6,7,7,1,7,Good
5,6,6,7,7,Moderate
4,5,8,8,3,Poor
6,7,4,6,9,Moderate
5,2,2,6,3,Poor
4,2,7,4,2,Moderate
6,8,4,4,2,Poor
9,1,1,3,6,Good
8,9,5,9,8,Moderate
4,3,8,9,4,Moderate
9,6,4,9,2,Poor
9,3,4,2,8,Good
5,8,1,6,1,Poor
9,7,2,9,8,Moderate
4,4,4,8,1,Poor
7,7,9,7,2,Moderate
4,1,7,5,4,Good
8,6,6,1,2,Good
6,4,6,9,2,Poor
4,2,9,7,9,Good
9,2,8,9,8,Good
5,8,3,3,9,Moderate
8,9,9,4,7,Good
8,8,5,1,9,Good
9,3,3,1,8,Good
5,1,7,9,6,Good
4,7,9,9,1,Poor
9,8,9,4,2,Good
6,9,9,8,3,Poor
8,2,3,1,4,Good
8,2,3,6,6,Good
7,9,4,5,2,Poor
9,4,5,7,6,Good
9,8,4,7,3,Poor
4,9,9,6,2,Poor
5,6,7,1,3,Good
4,1,1,4,7,Moderate
7,5,6,2,5,Good
9,9,6,4,3,Moderate
4,7,6,7,8,Poor
8,3,3,2,8,Good
4,8,3,9,2,Poor
5,9,6,1,5,Moderate
5,9,6,7,4,Poor
4,5,2,8,4,Poor
4,7,2,3,9,Poor
8,9,2,3,9,Moderate
4,2,2,3,3,Poor
5,2,8,8,8,Good
5,9,7,5,7,Moderate
4,2,6,9,6,Moderate
5,1,3,5,7,Good
5,3,9,4,2,Good
6,5,3,5,4,Poor
8,3,6,8,4,Good
4,6,5,3,5,Poor
8,4,6,3,1,Good
7,4,9,2,1,Good
6,7,9,2,6,Good
6,5,9,3,1,Good
8,1,8,7,2,Good
9,9,5,7,4,Poor
7,1,8,1,3,Good
9,8,8,2,9,Good
7,4,2,1,7,Good
6,3,4,9,6,Moderate
9,1,9,9,5,Good
6,8,9,2,5,Good
6,6,6,7,3,Poor
4,8,3,6,9,Poor
4,3,2,8,6,Poor
5,8,2,6,7,Poor
4,5,3,2,8,Moderate
4,6,2,3,8,Poor
4,6,3,6,3,Poor
6,8,5,4,9,Moderate
8,4,8,8,8,Good
7,1,2,4,2,Moderate
6,3,9,9,9,Good
7,1,3,8,4,Moderate
5,2,8,7,9,Good
5,5,6,2,2,Moderate
8,4,8,5,9,Good
7,3,8,1,9,Good
7,9,8,3,3,Moderate
9,9,3,4,9,Good
7,4,3,7,6,Moderate
4,8,1,4,6,Poor
9,7,5,5,4,Moderate
9,7,1,9,8,Poor
4,3,4,7,6,Poor
9,2,2,7,9,Good
6,9,7,8,3,Poor
4,7,8,2,9,Good
7,9,3,8,2,Poor
9,3,1,5,4,Moderate
8,1,9,6,6,Good
9,2,7,9,6,Good
6,8,5,2,4,Moderate
7,1,1,6,2,Poor
9,1,3,9,2,Moderate
9,6,7,5,4,Good
9,8,4,5,7,Good
9,4,4,4,1,Good
8,8,7,5,3,Moderate
6,1,7,3,4,Good
9,5,8,7,9,Good
6,3,1,1,1,Poor
5,2,7,9,8,Good
7,2,3,5,9,Good
8,3,9,3,8,Good
4,4,4,6,2,Poor
8,6,6,6,8,Good
5,4,8,9,4,Moderate
4,3,1,7,1,Poor
6,4,1,2,1,Poor
8,5,7,3,8,Good
9,5,5,5,8,Good
5,2,8,9,2,Moderate
7,8,2,4,1,Poor
5,7,1,1,2,Poor
7,7,4,5,4,Poor
7,9,6,3,6,Moderate
8,7,7,8,4,Moderate
4,6,8,5,3,Poor
7,8,6,5,9,Good
5,3,7,9,4,Moderate
5,3,1,9,1,Poor
5,9,5,4,9,Moderate
4,2,3,3,5,Moderate
8,3,6,2,6,Good
9,2,6,6,6,Good
7,5,7,5,1,Moderate
7,9,3,2,6,Moderate
5,4,2,9,2,Poor
5,2,5,5,7,Good
4,2,6,2,4,Good
5,6,7,5,8,Good
9,5,4,6,6,Good
9,1,6,1,5,Good
4,1,6,7,6,Moderate
8,6,3,9,5,Poor
5,7,3,1,3,Poor
4,5,7,3,4,Moderate
4,3,7,4,2,Moderate
9,5,5,2,6,Good
5,4,1,3,9,Moderate
5,7,6,1,9,Good
8,9,1,6,7,Poor
5,8,8,6,9,Good
6,2,2,6,7,Moderate
9,3,5,8,6,Good
5,7,8,4,1,Poor
5,4,7,2,6,Good
5,7,2,3,9,Moderate
8,4,5,9,7,Good
6,3,4,7,4,Moderate
5,6,9,2,1,Moderate
4,1,3,5,9,Good
6,2,1,1,8,Good
5,2,9,9,2,Moderate
6,2,6,7,6,Good
6,3,2,2,5,Moderate
6,8,6,9,5,Poor
5,4,9,5,1,Moderate
8,5,5,2,6,Good
8,2,8,6,3,Good
4,4,3,7,8,Poor
4,1,5,8,3,Poor
6,4,7,3,4,Good
7,9,4,4,5,Poor
4,7,9,9,1,Poor
9,3,4,8,4,Good
7,9,6,1,2,Moderate
5,7,3,1,8,Moderate
8,7,8,1,3,Good
8,2,1,5,3,Moderate
5,8,6,9,9,Poor
6,6,2,9,2,Poor
6,6,2,5,2,Poor
7,4,3,5,6,Moderate
8,7,8,9,4,Moderate
7,7,9,2,6,Good
5,8,5,5,8,Moderate
4,6,9,6,7,Good
7,1,9,6,3,Good
7,6,6,9,4,Poor
8,5,3,2,8,Good
5,9,9,5,9,Good
7,2,3,1,5,Good
4,1,7,2,8,Good
9,4,9,8,3,Good
6,4,9,9,5,Good
7,9,6,8,8,Moderate
7,7,4,4,6,Moderate
9,9,7,5,5,Good
9,1,1,9,8,Good
9,1,2,3,3,Good
5,2,6,7,4,Moderate
4,6,7,4,6,Moderate
4,4,4,5,3,Poor
5,2,9,1,5,Good
8,8,6,6,6,Moderate
7,1,3,6,5,Good
5,1,5,2,1,Good
7,6,7,9,5,Moderate
6,9,3,3,9,Moderate
7,1,7,6,3,Good
9,5,3,8,5,Moderate
5,6,2,8,9,Poor
6,6,6,2,8,Good
8,8,8,3,5,Good
8,6,2,8,5,Poor
9,1,2,4,9,Good
9,8,2,5,1,Poor
7,1,9,2,7,Good
6,2,4,7,7,Good
4,3,7,6,7,Good
5,5,9,7,7,Good
7,3,1,5,8,Moderate
8,3,9,2,3,Good
7,4,1,4,4,Poor
4,8,2,7,6,Poor
6,4,5,6,9,Good
5,9,1,4,5,Poor
4,6,4,2,5,Poor
9,1,8,4,2,Good
4,7,2,4,4,Poor
8,1,2,1,6,Good
8,3,1,8,4,Poor
5,7,2,6,6,Poor
7,1,1,2,2,Moderate
8,1,2,6,3,Moderate
7,1,5,4,8,Good
6,1,5,1,5,Good
4,5,2,2,9,Moderate
7,5,8,4,2,Good
7,4,9,6,6,Good
8,6,1,5,6,Moderate
7,5,4,7,6,Moderate
9,4,6,4,8,Good
6,3,8,2,6,Good
4,6,9,2,1,Moderate
5,5,6,1,7,Good
6,4,9,6,9,Good
4,4,2,6,4,Poor
4,3,1,1,9,Moderate
4,5,2,9,8,Poor
8,6,7,6,5,Good
7,7,4,9,5,Poor
7,6,4,3,6,Good
4,2,7,4,5,Good
6,1,2,4,8,Good
5,4,3,3,5,Moderate
6,8,5,7,8,Poor
8,8,3,7,8,Moderate
9,2,8,6,3,Good
7,7,3,1,6,Moderate
6,6,3,6,4,Poor
8,4,2,4,4,Moderate
6,7,5,8,7,Poor
5,9,8,9,1,Poor
5,3,5,9,8,Moderate
9,7,2,6,4,Poor
8,5,4,4,4,Good
6,2,1,2,7,Good
7,1,6,4,2,Good
6,7,6,6,8,Moderate
9,1,7,8,5,Good
8,4,7,6,6,Good
9,3,4,5,9,Good
6,6,1,3,7,Poor
5,3,7,6,7,Good
5,9,8,6,4,Poor
9,9,7,5,2,Moderate
4,7,9,9,5,Poor
8,3,8,8,9,Good
6,6,2,3,6,Moderate
4,2,8,8,6,Good
6,2,6,1,6,Good
4,7,9,2,5,Good
4,7,9,6,7,Moderate
5,5,6,1,1,Moderate
5,4,9,7,6,Good
4,5,4,5,9,Moderate
7,3,4,8,3,Moderate
8,3,9,5,1,Good
9,6,3,3,9,Good
4,7,7,8,6,Poor
4,1,9,4,3,Good
9,9,4,9,5,Poor
8,7,3,3,3,Moderate
9,6,9,9,8,Good
4,6,4,4,3,Poor
7,9,2,1,3,Poor
8,4,4,6,1,Moderate
4,2,4,7,6,Moderate
6,9,7,5,6,Moderate
5,9,1,9,6,Poor
7,4,5,1,7,Good
8,8,5,2,8,Good
5,7,9,4,9,Good
7,3,3,2,3,Good
9,8,8,2,2,Good
5,7,6,1,2,Moderate
9,1,7,6,2,Good
5,2,8,7,1,Moderate
7,4,7,2,4,Good
4,4,1,2,2,Poor
7,3,8,6,6,Good
4,8,2,6,1,Poor
8,9,4,4,9,Good
6,5,1,6,3,Poor
4,6,2,8,2,Poor
7,3,9,2,3,Good
7,6,3,1,6,Good
7,2,7,5,6,Good
9,9,2,6,9,Moderate
7,4,6,7,1,Moderate
8,4,2,2,2,Moderate
6,4,6,7,9,Good
6,2,9,5,6,Good
9,3,7,7,8,Good
8,2,3,9,6,Moderate
9,5,1,6,7,Moderate
4,2,2,1,5,Moderate
5,3,2,4,3,Poor
4,2,7,3,8,Good
7,4,9,3,7,Good
4,7,2,6,9,Poor
9,3,1,4,4,Good
8,8,7,7,7,Good
7,2,9,6,2,Good
4,1,1,4,4,Poor
9,9,1,3,3,Poor
5,6,4,6,5,Poor
7,9,9,1,3,Good
4,6,3,1,6,Moderate
8,8,2,8,5,Poor
7,4,4,4,6,Good
7,9,9,3,7,Good
7,5,9,2,3,Good
5,5,5,7,8,Moderate
9,1,1,3,1,Good
4,8,1,9,2,Poor
4,7,9,3,1,Moderate
4,6,7,9,6,Poor
8,2,2,8,1,Poor
6,7,7,5,3,Moderate
7,2,3,3,4,Good
7,9,1,7,7,Poor
6,4,1,3,5,Moderate
7,2,7,7,5,Good
7,6,1,4,4,Poor
6,8,2,1,7,Moderate
9,5,8,2,2,Good
4,1,6,3,5,Good
8,4,8,2,7,Good
8,6,3,7,7,Moderate
5,1,2,8,3,Poor
6,4,8,3,6,Good
5,3,1,9,4,Poor
9,7,2,8,9,Moderate
9,2,5,2,5,Good
9,4,2,7,9,Good
4,3,7,9,5,Moderate
5,7,4,5,2,Poor
7,1,2,3,7,Good
9,7,5,4,7,Good
6,7,2,8,6,Poor
7,3,3,5,3,Moderate
9,2,8,9,7,Good
9,3,4,2,9,Good
9,5,2,6,7,Good
8,2,1,7,1,Poor
6,4,2,7,5,Poor
4,8,7,4,2,Poor
6,2,6,1,7,Good
7,4,4,5,2,Moderate
4,4,9,3,9,Good
4,7,4,7,6,Poor
7,4,8,7,4,Good
6,6,6,1,2,Moderate
7,6,6,1,8,Good
5,5,4,5,5,Poor
5,8,7,9,1,Poor
9,6,2,8,6,Moderate
6,9,5,7,6,Poor
6,5,6,4,3,Moderate
8,1,1,6,9,Good
7,2,9,8,9,Good
7,9,2,1,9,Moderate
5,8,7,8,1,Poor
9,9,9,9,6,Good
